name,category,website,delete,comments,city,lat,lon,
FFAR Forum för arkitektur,architectural_designer,http://www.ffar.se/,1,Praesidium???,Stockholm,"59,3088186","18,0813641",
ccap,arts_and_entertainment,http://www.ccap.se/,1,praesidium?,Stockholm,"59,3492257","18,0626517",
Cyklopen,arts_and_entertainment,http://www.cyklopen.se/,1,praesidium? ,Stockholm,"59,259175","18,040922",
Husby-gård,arts_and_entertainment,http://www.husbygard.nu,1,Praesidium?,Stockholm,"59,40719","17,9197712",
Kastanjegården,arts_and_entertainment,Ingen webbplats,1,praesidia? Kolla med Per vad som händer på Kastanjegården,Stockholm,"59,2593153","18,0952345",
Slipvillan,arts_and_entertainment,http://www.slipvillan.org/,1,praesidia?,Stockholm,"59,3212209","18,0377396",
Sprallen,arts_and_entertainment,https://m.facebook.com/sprallendansbana/,1,Praesidia? dans,Stockholm,"59,30378","18,0722105",
Spånga Folkan,arts_and_entertainment,https://spangafolkan.se/,1,praesidia?,Stockholm,"59,373071","17,8994659",
Larrys Corner,bookstore,http://www.larryscorner.se,1,"Har konsert- och utställningsverksamhet, filmklubb etc",Stockholm,"59,3092466","18,0673274",
Munnen,community_center,https://munnen.ooo/,1,,Stockholm,"59,280543","18,131588",
Free Flow Sthlm,dance_club,https://www.noden.org/membership,1,praesidia? community meeting place etc,Stockholm,"59,34297","18,11638",
Elektronmusikstudion EMS Stockholm,music_production,http://www.elektronmusikstudion.se,1,important place for the local electro-acoustic music scene,Stockholm,"59,3209077","18,0538197",
Stockholm VR Center,arcade,https://vr-center.se/,2,Closed,Stockholm,"59,2937335","18,0801633",
722 Architects,architect,https://www.block722.com/,2,,Stockholm,"59,336212","18,073596",
Areamätning Areaberäkning i Stockholm / Arkitekt Mikael Hådell,architect,https://areaberakning.se/,2,,Stockholm,"59,325722","17,9917353",
BBH Arkitekter & Ingenjörer,architect,http://www.bbh.se/,2,,Stockholm,"59,31491673","18,05384614",
Stina Larsson Arkitekt,architect,,2,,Stockholm,"59,34448815","18,04488414",
Zynka BIM,architect,https://bim.zynka.se/,2,,Stockholm,"59,3331111","18,057368",
Amneby Forslund Arkitekter,architectural_designer,https://amnebyforslund.se/,2,No web page,Stockholm,"59,3352007","18,0348286",
Arkitektstudio Widjedal Racki AB,architectural_designer,http://www.wrark.se/,2,Based in Trosa,Stockholm,"59,334733","18,081854",
Arkitema,architectural_designer,http://www.arkitema.com,2,Based in Solna,Stockholm,"59,312037","18,058454",
Arklab,architectural_designer,http://www.arklab.se/,2,Seems like a resting company - not much activity,Stockholm,"59,314315","18,056673",
Arthur Sundqvist Arkitekt,architectural_designer,http://www.arthur-sundqvist.se,2,no web page,Stockholm,"59,312561","18,0626392",
"Barkk - byggnadskonst, arkitektur och konst AB",architectural_designer,http://www.byggnadskonst.com,2,No web page,Stockholm,"59,329065","18,0378629",
Berndtsson arkitekter,architectural_designer,http://www.berndtsson.se,2,no web page,Stockholm,"59,348515","18,068467",
BygglovX,architectural_designer,http://www.bygglovx.se/,2,"Based in Umeå, focus on permits",Stockholm,"59,3069128","18,0766296",
Byrån för Arkitektur och Konstruktion Stockholm Hongkong AB,architectural_designer,http://www.stockholmhongkong.com/,2,No web page,Stockholm,"59,3281734","18,0163154",
D2 Arkitektur & Projektledning,architectural_designer,http://d2arkitektur.se/,2,No web page,Stockholm,"59,3145912","18,0577986",
Dahlberg Busnardo,architectural_designer,http://dabuark.se/,2,Based in Nacka,Stockholm,"59,30683","18,07141",
Economy,architectural_designer,http://this-is-economy.com/,2,No web page,Stockholm,"59,31795","18,07678",
Erséus Arkitekter,architectural_designer,http://www.erseus.se,2,Based in Göteborg,Stockholm,"59,31799","18,07593",
Jubile AB,architectural_designer,http://www.jubile.se/,2,Based in Åkersberga,Stockholm,"59,31351","18,08319",
Megaron Arkitekter AB,architectural_designer,https://formaarkitekter.se/om-oss/,2,Verkar ha upphört och gått i i Forma men finns kvar på facebook,Stockholm,"59,3366609","18,0639155",
Millimeter Arkitekter AB,architectural_designer,http://www.millimeter.se/,2,"Double, see row above",Stockholm,"59,34063","18,04839",
MØKT,architectural_designer,https://www.moekt.com/,2,Based in Denmark and have splitted and changed name.,Stockholm,"59,31295","18,06828",
OPI Lab,architectural_designer,Ingen webbplats,2,This is a art and architecture one year course,Stockholm,"59,314312","18,0159381",
Pnthaus,architectural_designer,Ingen webbplats,2,Based in Solna and about permits etc,Stockholm,"59,332116","17,975659",
Projit,architectural_designer,http://www.projit.se/,2,"building engeneering, not architecture. Based on Fiskargatan 8 as several above are too.",Stockholm,"59,3180336","18,0757917",
pS Arkitektur,architectural_designer,http://www.reformark.se/,2,"Interior design, and new name Reform (not pS Arkitektur)",Stockholm,"59,3138376","18,067895",
Refine Design Studio,architectural_designer,http://refinedesignstudio.se/,2,Interior design ,Stockholm,"59,3462006","18,0442661",
Sundell Arkitekter,architectural_designer,http://www.sundellarkitekter.se/,2,"Merged with Witte, see WitteSundell below",Stockholm,"59,3209288","18,0506349",
Sveriges Arkitekter,architectural_designer,http://www.arkitekt.se/,2,Organisation for architects,Stockholm,"59,3340771","18,0901014",
Sveriges Arkitekter Konstfack,architectural_designer,https://www.arkitekt.se/,2,See above,Stockholm,"59,29978","17,9943",
APA Gallery,art_gallery,http://www.apagallery.se/,2,Closed,Stockholm,"59,345172","18,038295",
Area 52,art_gallery,http://www.area52gallery.com/,2,Closed,Stockholm,"59,33983","18,08155",
ARGO Galleri&konstdepå,art_gallery,http://www.argo.se/,2,Blogg,Stockholm,"59,343164","18,035634",
Arkitekterna Modern Art,art_gallery,http://www.arkitekternamodernart.se/,2,Closed,Stockholm,"59,3124625","18,0773238",
Art Concept Store,art_gallery,http://www.artconceptstore.se/,2,Closed,Stockholm,"59,309811","18,081064",
Art Kiss - The International Art Gallery,art_gallery,Ingen webbplats,2,In active,Stockholm,"59,27705","18,1332",
Artbyheart,art_gallery,http://www.artbyheart.se/,2,Individual ,Stockholm,"59,35975","18,09652",
Atelier 123,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,25306","18,079545",
Atelier Landberg,art_gallery,https://www.atelierlandberg.se/,2,Individual ,Stockholm,"59,3069156","18,0059797",
Ateljè Galleri Bellange,art_gallery,http://www.bellangegalleri.com/,2,Closed,Stockholm,"59,3417542","18,0299596",
Ateljén,art_gallery,Ingen webbplats,2,?,Stockholm,"59,2782446","18,0327208",
Betonggalleriet,art_gallery,http://www.betonggalleriet.se,2,Closed,Stockholm,"59,314897","18,020345",
Bildbunkern,art_gallery,http://www.bildbunkern.se/,2,Closed,Stockholm,"59,33527","18,03107",
C/o Bauer Gallery,art_gallery,http://www.cobauer.com/,2,Individual ,Stockholm,"59,3250619","18,0736362",
C/o Indigo,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,34192","18,04138",
CloudyBay,art_gallery,http://www.cloudybay.se/,2,Closed,Stockholm,"59,345479","18,051818",
Couture Galleri,art_gallery,http://www.couturegalleri.se/,2,Not relevant,Stockholm,"59,3370898","18,0711898",
Creative Gallery,art_gallery,http://creativecoatings.se/,2,Not relevant,Stockholm,"59,3593375","17,8741683",
Design Hall,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,299919","17,994149",
Designgalleriet Kammakargatan,art_gallery,http://designgalleriet.com/,2,Not relevant,Stockholm,"59,3373985","18,0552692",
Elastic Gallery,art_gallery,http://www.elasticgallery.com/,2,Not in Stockholm,Stockholm,"59,34563","18,03743",
Fakt,art_gallery,http://fakt.app/,2,Not relevant,Stockholm,"59,3368637","18,03277",
Folksalongen,art_gallery,Ingen webbplats,2,Not relevant,Stockholm,"59,32781","18,08279",
Förstoringsateljén AB,art_gallery,http://www.forstoringsateljen.se/,2,Print shop,Stockholm,"59,2655971","18,0096208",
Gaimer Art,art_gallery,http://gaimersgalleri.se/,2,Individual ,Stockholm,"59,3013252","18,0077002",
Galerie Helena,art_gallery,http://www.galeriehelena.se/,2,Closed,Stockholm,"59,331815","18,083422",
Galerie North,art_gallery,http://www.galerienorth.com/,2,Interior design shop,Stockholm,"59,3338164","18,0834837",
Galerie Plomberie,art_gallery,https://galerieplomberie.se/,2,Closed,Stockholm,"59,3237047","18,072866",
Galleri 53,art_gallery,https://www.ramdesign.se/sv/stalla-ut-hos-ramdesign,2,Closed,Stockholm,"59,3355399","18,0332143",
Galleri 67 - Gamla Stan,art_gallery,http://www.konstexpo.se/,2,Printshop,Stockholm,"59,3235921","18,0715679",
Galleri Bon,art_gallery,http://bon.se/,2,Magazine,Stockholm,"59,317444","18,077538",
Galleri Carl ,art_gallery,https://www.kallakerart.se/,2,Individual ,Stockholm,"59,3326002","18,0817938",
"Galleri Engleson, Storkyrkobrinken 10",art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,3257609","18,0683032",
Galleri Gunnar Olsson,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,34395","18,06953",
Galleri Kocks på Kocksgatan 18,art_gallery,http://www.gallerikocks.com/,2,Closed,Stockholm,"59,3140175","18,0772753",
Galleri Monica,art_gallery,http://www.gallerimonica.se/,2,Individual ,Stockholm,"59,325098","18,0720122",
Galleri Mårtenson & Persson,art_gallery,http://www.gallerimartenson-persson.se/,2,Closed,Stockholm,"59,342717","18,068048",
Galleri Puckeln,art_gallery,https://www.facebook.com/people/Galleri-Puckeln/100054542646637/,2,Closed,Stockholm,"59,3195922","18,0673211",
Galleri Sebastian Schildt,art_gallery,http://www.sebastianschildt.se/,2,silversmith,Stockholm,"59,33233","18,07901",
Galleri Stenlander,art_gallery,http://www.larissastenlander.com/,2,Individual ,Stockholm,"59,3383735","18,08128",
Galleri Taktil,art_gallery,https://www.kursplats.nu/galleri-taktil/,2,Closed,Stockholm,"59,3235545","18,0734278",
Galleri Taktil Konst,art_gallery,http://www.kursplats.nu,2,Therapy/Courses ,Stockholm,"59,32503","18,07032",
Galleri Vamanashi,art_gallery,http://galleri-yamanashi.com/,2,Introducing art from Japan,Stockholm,"59,3250555","18,0736269",
Galleriet i min mammas lägenhet,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,340464","18,06394",
Galleristockholm.se,art_gallery,Individual ,2,Appears twice ,Stockholm,"59,3394841","18,0822789",
Gallery Frameland - Mikazuki,art_gallery,Ingen webbplats,2,framing shop,Stockholm,"59,3363343","18,0571145",
Gallery Magno Art - Stockholm,art_gallery,http://magno-art.se/,2,Closed,Stockholm,"59,3349365","18,0787462",
Gallery Pascale,art_gallery,http://www.gallerypascale.com,2,Closed,Stockholm,"59,336598","18,075439",
Gamla stans galleri Stockholm,art_gallery,http://www.gamlastansgalleri.se/kontakt,2,Closed,Stockholm,"59,3251501","18,0717525",
GJK Showroom,art_gallery,http://www.galleri-kleerup.se/,2,Not relevant ,Stockholm,"59,3303178","18,0711206",
Gudrun Stålnacke,art_gallery,http://Konst.se/stalnacke,2,Individual ,Stockholm,"59,31714","18,00602",
Gunilla Manns Konsthall i Rörum,art_gallery,http://www.gunillamann.se/,2,Individual ,Stockholm,"59,3176315","18,0435815",
Hammarby ArtPort,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,301406","18,0982213",
Hammarby Konsthandel AB,art_gallery,http://www.hammarbykonst.se/,2,framing shop,Stockholm,"59,310573","18,0590915",
Helena Mernissi Art & Design,art_gallery,http://www.helenamernissi.se/,2,Individual ,Stockholm,"59,313946","18,019394",
HL Gallery,art_gallery,http://hlgallery.se/,2,CLosed,Stockholm,"59,338045","18,03574",
HM:s Mattgalleri,art_gallery,http://www.hmsmattgalleri.se/,2,Persian rugs,Stockholm,"59,34021","18,0302599",
Honey Gallery,art_gallery,http://sara-mara.se/,2,Individual,Stockholm,"59,3238181","17,956969",
Hökarängen Designcentral,art_gallery,http://www.tapetserargruppen.com/,2,Upholsterer,Stockholm,"59,25691","18,0814",
Hörnan inredning,art_gallery,https://www.hornaninredning.se/,2,Closed design,Stockholm,"59,2897245","18,1202971",
Ingela S Gallery,art_gallery,http://www.ingelasgallery.com/,2,Blog,Stockholm,"59,3402259","18,0610299",
Iris Galerie Sverige,art_gallery,https://en.irisgalerie.com/,2, Iris photography shop,Stockholm,"59,3312279","18,0674606",
Jarla Partilager,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,34448","18,065155",
Kadmos One,art_gallery,http://www.kadmos.one/,2,Closed,Stockholm,"59,3222","18,07401",
Karin Gissbergs ateljé och konstkurser,art_gallery,http://www.karingissberg.se/,2,Individual,Stockholm,"59,348043","17,882764",
Konstart,art_gallery,http://www.konstart.eu/,2,Closed,Stockholm,"59,318188","18,0733693",
Konstattack,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,3183212","18,0743103",
Konstguiden,art_gallery,http://www.konstguiden.com/,2,Art guide,Stockholm,"59,3183913","18,0581547",
Konstiga fönstret Hökarängen,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,256093","18,082157",
Konstkompaniet,art_gallery,http://www.konstkompaniet.se/,2,Closed,Stockholm,"59,3458129","18,064276",
Lars Wallin,art_gallery,http://www.larswallin.com/,2,Designer,Stockholm,"59,3429975","18,064227",
Le Studio 5,art_gallery,http://www.le-studio5.se,2,Closed / popup,Stockholm,"59,3335","18,09521",
Leif Söderströms Konst,art_gallery,http://www.soderstromskonsthandel.com/,2,CLosed,Stockholm,"59,323183","18,071033",
Lisa & Eva,art_gallery,https://lisaocheva.wordpress.com/,2,Jewellery,Stockholm,"59,319415","18,0595042",
Livstycket Kunskaps- och designcenter,art_gallery,http://www.livstycket.se,2,Closed,Stockholm,"59,394425","17,902886",
Lokalen,art_gallery,Ingen webbplats,2,???,Stockholm,"59,3400183","18,036644",
Lumas Sturegatan 16,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,337793","18,074311",
M Ross Gallery,art_gallery,http://metteross.com/,2,Individual,Stockholm,"59,3366079","18,0850666",
Mag Blue Fine Art,art_gallery,https://magblueart.se/,2,Individual,Stockholm,"59,3011821","17,9953051",
Magasin III Museum for Contemporary Art,art_gallery,http://www.magasin3.com/,2,Closed -> Jaffa,Stockholm,"59,3429924","18,1194815",
Mankovsky Gallery,art_gallery,https://mankovskygallery.com/,2,Gothenburg,Stockholm,"59,3372167","18,0864143",
"Mann Gunilla, Ateljé",art_gallery,,2,Individual,Stockholm,"59,3117648","18,0843518",
Marina Stenby Studio,art_gallery,https://marinastenby.com/,2,Individual,Stockholm,"59,32176","17,9911299",
Milliken Gallery,art_gallery,http://www.millikengallery.com,2,Closed,Stockholm,"59,342471","18,058832",
Mindepartementet,art_gallery,http://mindepartementet.org/,2,Closed,Stockholm,"59,3277198","18,0826111",
MLG gallery,art_gallery,https://www.mlg-gallery.com/,2,Closed,Stockholm,"59,312256","18,08075",
Modern konst Inessa Artstudio Stockholm,art_gallery,http://www.innaahlstrom.se/,2,Individual,Stockholm,"59,36739","17,817",
NAU Gallery,art_gallery,http://naugallery.se/,2,Not relevant ,Stockholm,"59,346022","18,038015",
Nedre Manilla,art_gallery,https://sv.wikipedia.org/wiki/Nedre_Manilla,2,Not relevant ,Stockholm,"59,3228978","18,1364672",
Norra Raiden,art_gallery,http://www.norraraiden.se,2,closed,Stockholm,"59,322949","18,072561",
North Sweden Stockholm Office,art_gallery,Ingen webbplats,2,Not relevant,Stockholm,"59,333393","18,0598702",
Oxenstiernska Malmgården,art_gallery,https://lagerlingsostermalm.se/restaurang/oxenstiernska-malmgarden-blir-restaurang/,2,Not relevant,Stockholm,"59,3345851","18,0886369",
Paula Rindborg - Art & Design,art_gallery,http://www.paularindborg.com/,2,Individual,Stockholm,"59,3457002","18,0380836",
Peppas Art Gallery,art_gallery,Ingen webbplats,2,Individual,Stockholm,"59,3257677","18,0684944",
Pictufy,art_gallery,http://pictufy.com/,2,Not relevant,Stockholm,"59,33219","18,0679",
Planeten Jorden,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,3310278","17,9311714",
Polymorph,art_gallery,Ingen webbplats,2,Popup,Stockholm,"59,253931","18,0786",
Pop Up Gallery,art_gallery,Ingen webbplats,2,???,Stockholm,"59,34091","18,06721",
Ramverkstan Södermalm,art_gallery,http://www.ramverkstan.se/,2,Framing shop,Stockholm,"59,3117165","18,0789516",
Rififi Art Shop,art_gallery,http://www.rififiart.com/,2,Closed,Stockholm,"59,3155535","18,034987",
Skanegatan 70,art_gallery,http://www.greenworks.eu/,2,Not relevant,Stockholm,"59,3118996","18,0781839",
skomakeriet,art_gallery,http://galleriskomakeriet.se/,2,Closed,Stockholm,"59,31716","18,07646",
Snösätra Graffiti,art_gallery,https://www.visitstockholm.com/sv/se--gora/sevardheter/snosatra-graffiti-wall-of-fame/,2,Included as Kulturkvarter Snösätra,Stockholm,"59,248037","18,043661",
Snösätra industriområde,art_gallery,Ingen webbplats,2,Included as Kulturkvarter Snösätra,Stockholm,"59,2504804","18,0406565",
Studio Amsterdam Living,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,3416302","18,0356831",
Studio Celine W,art_gallery,https://www.studiocelinew.com/,2,Individual,Stockholm,"59,3417403","18,0391423",
Studio Skuggsidan,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,3135071","18,0916176",
Sturegallerian,art_gallery,http://www.sturegallerian.se,2,Shopping mall,Stockholm,"59,335975","18,075444",
Södrasidan,art_gallery,Ingen webbplats,2,Magazin - music group,Stockholm,"59,286062","18,0982",
TEGEL stockholm,art_gallery,Ingen webbplats,2,Closed,Stockholm,"59,31091","18,09847",
Tellus grafik,art_gallery,www.tellusgrafik.se,2,printshop,Stockholm,"59,3013056","18,0015283",
Temporärt,art_gallery,http://www.temporartshop.com/,2,???,Stockholm,"59,3319199","18,0330594",
TINY gallery,art_gallery,http://www.cu-be.se/,2,Closed,Stockholm,"59,3096764","18,0670802",
Tobbo Galleri,art_gallery,http://tobbo.gallery/,2,Not relevant,Stockholm,"59,316021","18,081775",
Toppen,art_gallery,http://fargkontoret.se/toppen.html,2,Closed,Stockholm,"59,313961","18,019866",
Trovaj Watercolor,art_gallery,http://www.trovaj.com/,2,Individual,Stockholm,"59,278235","18,032802",
Uppsala Auktionskammare,art_gallery,https://www.uppsalaauktion.se/,2,Not relevant - outside Stockholm,Stockholm,"59,3350855","18,0780547",
Vårsalongen,art_gallery,http://www.liljevalchs.se/utstallningar/varsalongen-2016,2,Annual exhibition,Stockholm,"59,3324475","18,0668439",
WahlborgArt,art_gallery,http://www.dianawahlborg.se/,2,Individual,Stockholm,"59,3359692","18,0518894",
WAY gallery Sthlm,art_gallery,https://www.waygallerysthlm.com/,2,Location for events,Stockholm,"59,3433124","18,0475789",
Wiréhn Art Gallery,art_gallery,http://www.wirehn.com/,2,Individual,Stockholm,"59,3462462","18,0535925",
Xiko,art_gallery,http://www.xikoart.com/,2,Closed,Stockholm,"59,3320089","18,0447186",
YellowKorner,art_gallery,http://www.yellowkorner.com/,2,Not in Stockholm,Stockholm,"59,3342977","18,0678801",
Bromma Betong,art_museum,Ingen webbplats,2,Closed 2018,Stockholm,"59,3360087","17,9280015",
Fotografins Hus,art_museum,Ingen webbplats,2,Closed,Stockholm,"59,333641","18,074642",
Glas & Hantverks Center,art_museum,Ingen webbplats,2,,Stockholm,"59,3453536","18,0963915",
Hilma af Klint - Pioneer of Abstraction,art_museum,Ingen webbplats,2,,Stockholm,"59,3261375","18,083971",
Knyaz Rikard,art_museum,http://vanabolaget.se/,2,,Stockholm,"59,34238","18,09765",
kulturistan.se,art_museum,http://www.kulturistan.se/,2,Digital plats,Stockholm,"59,34695","18,11442",
Milajki,art_museum,http://www.milajki.com/,2,"Not a museum, sole person",Stockholm,"59,332966","18,0643285",
Stiftelsen Internationella Vadstena-Akademien,art_museum,http://www.vadstena-akademien.org/,2,Only office in Stockholm,Stockholm,"59,34387055","18,05100723",
Національний музей Швеції,art_museum,http://zh.wikipedia.org/zh-tw/%5E%78%0B%CB%5A%69%28,2,,Stockholm,"59,328611","18,078333",
瑞典历史博物馆,art_museum,http://fr.wikipedia.org/wiki/Mus%E9e_historique_de_Stockholm,2,,Stockholm,"59,334722","18,090278",
Apans Regnrock,art_school,Ingen webbplats,2,Not relevant,Stockholm,"59,341552","18,04479",
Bold Faces,art_school,http://www.boldfaces.com/,2,Not relevant,Stockholm,"59,311433","18,08598",
Granaten Kultur & Evenemang,art_school,Ingen webbplats,2,,Stockholm,"59,382754","17,846809",
Hallstrom Elisabeth,art_school,Ingen webbplats,2,,Stockholm,"59,30778","18,11014",
"Inslag, hjärtslag",art_school,Ingen webbplats,2,Student Exhibition,Stockholm,"59,32359","18,09987",
Inst For Hogre TV Utbildning i Goteborg,art_school,Ingen webbplats,2,Göteborg,Stockholm,"59,33708","18,06206",
KUL akademi AB,art_school,http://Www.kulakademi.se/,2,Closed,Stockholm,"59,2846701","18,1020222",
Pedagogik & Innovation i Stockholm,art_school,Ingen webbplats,2,Closed,Stockholm,"59,328568","18,034479",
Piano Jussi,art_school,Ingen webbplats,2,Not relevant,Stockholm,"59,2813452","18,0906012",
Ronny Bergfeldt,art_school,http://ronnybergfeldt.com,2,Individual courses,Stockholm,"59,333072","18,0874894",
Sofiagatan 5,art_school,Ingen webbplats,2,Not relevant,Stockholm,"59,31163","18,08242",
Sound Appeal,art_school,http://www.soundappeal.se/,2,Recording studio,Stockholm,"59,31756","18,02263",
St Strakinstrumentfond T Minne av Lars Jarnaker,art_school,Ingen webbplats,2,Not relevant,Stockholm,"59,330592","18,075788",
Stockholms Konstskola Paletten,art_school,Ingen webbplats,2,Closed,Stockholm,"59,334538","18,030633",
Terraforming,art_school,Ingen webbplats,2,Not relevant,Stockholm,"59,267661","18,124467",
Alexandra JS Design,arts_and_crafts,http://www.alexandrajs.com/,2,Closed,Stockholm,"59,2576231","18,0215625",
ArtyAttitude,arts_and_crafts,http://www.artyattitude.com/,2,Closed,Stockholm,"59,313295","18,083239",
Bandhagens Glasmästeri & Ramaffär,arts_and_crafts,http://www.bandhagensglas.se/,2,Not relevant,Stockholm,"59,27077","18,0453441",
Birkagatan Ett,arts_and_crafts,http://www.birkagatanett.se/,2,Co-working,Stockholm,"59,3393919","18,0322023",
Bärndal & Lindholm,arts_and_crafts,Ingen webbplats,2,closed industridesigner och guldsmed,Stockholm,"59,3172332","18,0794594",
Colours of Africa,arts_and_crafts,http://www.coloursofafrica.se/,2,Individual craft pop up shop,Stockholm,"59,3127509","18,0773208",
DalaHund,arts_and_crafts,http://www.dalahund.com/,2,Individual craft pop up shop,Stockholm,"59,3392631","18,0502392",
Design Lena Larsson,arts_and_crafts,https://www.designlenalarsson.com/,2,Individual ,Stockholm,"59,3101158","18,0828063",
Dragonhill,arts_and_crafts,Ingen webbplats,2,Closed,Stockholm,"59,3156528","18,0382736",
Drejeriet,arts_and_crafts,http://www.drejeriet.com/,2,Courses,Stockholm,"59,3388279","18,0145258",
Drejstugan,arts_and_crafts,http://Www.drejstugan.se/,2,Closed,Stockholm,"59,2685","17,97242",
Ejes Garn,arts_and_crafts,http://www.ejesgarn.se/,2,Shop Fabric and patterns,Stockholm,"59,3799724","17,8176482",
Emmeli Holm Metallformgivning,arts_and_crafts,https://emmetall.com/,2,Silversmith,Stockholm,"59,3451907","17,8868354",
Engwall o. Claesson,arts_and_crafts,http://eoc.se/,2,Paint store,Stockholm,"59,2670724","18,0080936",
Erika Petersdotter Keramik,arts_and_crafts,http://erika-Petersdotter.se/,2,Workshop and shop,Stockholm,"59,3182655","18,0688503",
Eye Shut Island,arts_and_crafts,http://eyeshutisland.com/,2,Online shop toys/design,Stockholm,"59,3239002","18,0709724",
Fill&Mix,arts_and_crafts,Ingen webbplats,2,Not relevant,Stockholm,"59,38183","17,89888",
Fingerborg,arts_and_crafts,http://fingerborgbutik.se/,2,yarns and wool.,Stockholm,"59,3134161","18,0781736",
"Flux Shop, Stockholm",arts_and_crafts,Ingen webbplats,2,Pop up shop,Stockholm,"59,3150941","18,0760169",
Frameit Konserthuset,arts_and_crafts,https://frameit.se/,2,frame shop,Stockholm,"59,33534","18,06327",
Galleri Smedja Volund,arts_and_crafts,https://www.volundmetalartschool.com/,2,Smiths school moved from Stockholm,Stockholm,"59,31956","18,0670499",
Garn & Sybehör,arts_and_crafts,http://www.garnistockholm.se,2,Yarns and wool,Stockholm,"59,311546","18,0820924",
Glasprinsen,arts_and_crafts,http://Www.glasprinsen.se/,2,Glas design shop,Stockholm,"59,3164664","18,038376",
GROSS Ateljéverkstad,arts_and_crafts,https://www.picturepressplay.com/gross,2,Designer,Stockholm,"59,31467","18,0056",
Handkraft Swea,arts_and_crafts,Ingen webbplats,2,Shop Swedish handicraft,Stockholm,"59,3251889","18,0691004",
High And Low Painters AB,arts_and_crafts,https://highandlowpainters.com/,2,Paiters,Stockholm,"59,3338401","18,0448548",
Highlights,arts_and_crafts,https://hlstore.com/,2,Paint shop,Stockholm,"59,3151178","18,0755298",
Holdens Keramik,arts_and_crafts,https://holdenskeramik.myshopify.com/,2,Closed,Stockholm,"59,34202","18,03927",
Hultbergs Eftr. Ram & Förgyllning,arts_and_crafts,http://www.hultbergsram.se,2,frame shop,Stockholm,"59,3452666","18,0519581",
Iris Hantverk Butiker,arts_and_crafts,http://www.irishantverk.se/,2,handicraft shop,Stockholm,"59,3342269","18,058697",
Japansk Designbutik KIKI,arts_and_crafts,http://ki-ki.se/,2,Closed,Stockholm,"59,32449","18,07146",
Jennys smycken ,arts_and_crafts,Ingen webbplats,2,Closed,Stockholm,"59,2615","18,02815",
Kalenderjavulen,arts_and_crafts,http://www.kalenderjavulen.com/,2,Webshop,Stockholm,"59,29978","17,9943",
Keramiker Helena Sundstedt,arts_and_crafts,https://keramiker-helena-sundstedt.myshopify.com,2,Artist,Stockholm,"59,3175154","18,0287907",
Keramikerna,arts_and_crafts,Ingen webbplats,2,Closed,Stockholm,"59,314338","18,083992",
Keramikverkstan Salong Pottan,arts_and_crafts,http://www.salongpottan.se,2,Pottery studio and shop,Stockholm,"59,3402347","18,032744",
Klässbols Linneväveri AB,arts_and_crafts,http://www.klassbols.se,2,Craft linen weaving,Stockholm,"59,342919","18,05689",
Kobolt Krukmakeri,arts_and_crafts,https://koboltkrukmakeri.com/,2,Closed,Stockholm,"59,3361316","18,0494342",
Konstinramningar AB Caroline Ericson,arts_and_crafts,Ingen webbplats,2,Frame shop,Stockholm,"59,3198468","18,0697624",
Konstnärernas Centralköp,arts_and_crafts,http://www.konstnarernas.se/,2,Shop,Stockholm,"59,3181232","18,0751758",
Konstnärshandeln Jordi,arts_and_crafts,http://www.konstnarshandelnjordi.se,2,Shop,Stockholm,"59,3182807","18,055291",
Kreatima,arts_and_crafts,http://www.kreatima.se,2,Shop,Stockholm,"59,334483","18,0590264",
Krets,arts_and_crafts,http://kretsdesign.se/,2,Tattoo studio,Stockholm,"59,3015681","18,007219",
Krukmakeriet Anne Junsjö,arts_and_crafts,http://www.annejunsjo.se/,2,pottery workshop,Stockholm,"59,3130437","18,0805248",
Kulturhantverkarna Norrtull,arts_and_crafts,Ingen webbplats,2,Shop,Stockholm,"59,350105","18,043439",
"La Petite Mort, Stockholm",arts_and_crafts,http://www.lapetitemort.se/,2,Fashion shop,Stockholm,"59,3386003","18,0883385",
Lejonkulans Läderhantverk,arts_and_crafts,http://www.lejonkulan.se/,2,Leather craft shop,Stockholm,"59,3189301","18,0357082",
Litet nystan,arts_and_crafts,http://www.litetnystan.se/,2,yarns and wool.,Stockholm,"59,3153098","18,0825412",
Madame Zoller Gallery,arts_and_crafts,https://madamezoller.com/,2,Medium and artist,Stockholm,"59,3252797","18,0701161",
Majasbok,arts_and_crafts,http://majasbokshop.com,2,Graphic designer,Stockholm,"59,3408168","18,0302992",
Makeri 14,arts_and_crafts,http://www.makeri14.com/,2,Closed yarn shop,Stockholm,"59,3250813","18,0722882",
