name,category,delete,website,comments,city,lat,lon
"A.V.I.S.N. Onlus Centro di ""U-Manoterapia"" NEW",community_services_non_profits,2,http://www.avisn.it/,,Rome,"41,828538","12,474476"
A&L Building Services,architectural_designer,2,http://www.aelbuildingservices.it/,,Rome,"41,9274907","12,6037271"
A&P architettura e paesaggio,architectural_designer,2,http://www.ap-project.it/,,Rome,"41,9137889","12,4528664"
A+5 Studio - Architettura e Design,architectural_designer,2,http://www.apiucinque.com/,,Rome,"41,9179811","12,5039713"
A1 Castelnuovo Di Porto -GRA,attractions_and_activities,2,Ingen webbplats,,Rome,"42,028757","12,5309903"
A2 Studio Architettura Arredamento,architectural_designer,2,http://www.a2architetturaarredamento.it/,,Rome,"41,8709743","12,5215045"
A2R2,architectural_designer,2,http://www.a2r2.it/contact/,,Rome,"41,8921819","12,3798237"
Abaco ,community_services_non_profits,2,http://www.abaco.info/,,Rome,"41,86391","12,55702"
Abbigliamento dwagea Roma GIO' 70,fashion,2,http://www.emmeshopping.it/,,Rome,"41,9089331","12,4579088"
abc italy,fashion,2,Ingen webbplats,,Rome,"41,8991496","12,5180397"
abilgraph 2.0,bookbinding,2,http://www.abilgraph.com/site/,,Rome,"41,9073719","12,5397996"
Abio Roma Odv,community_services_non_profits,2,http://www.abioroma.org/,,Rome,"41,909467","12,512227"
Abitare Roma S.r.l,architectural_designer,2,http://www.abitareroma.srl/,,Rome,"41,8553541","12,5637359"
About Rome - Best walking tours with Micaela,arts_and_entertainment,2,Ingen webbplats,,Rome,"41,8911286","12,4913692"
ACAI Acilia,community_services_non_profits,2,Ingen webbplats,,Rome,"41,76263","12,37135"
ACAR Aps - Associazione Conto Alla Rovescia,community_services_non_profits,2,http://www.acar-aps.org/,,Rome,"41,86148","12,44248"
Accademia Bordeaux,theatre,2,http://bit.ly/AccademiaBordeaux,,Rome,"41,8750745","12,5253091"
Accademia Del Bridge Roma,arts_and_entertainment,2,https://www.accademiadelbridge.com/,,Rome,"41,91964","12,4822"
Accademia Delle Imprese Europea PIT,community_services_non_profits,2,http://accademiaimprese.com/,,Rome,"41,8636579","12,5604644"
Accademia Diplomatica al Merito delle Nazioni ,community_services_non_profits,2,http://www.ici-international.org/,,Rome,"41,90891","12,45346"
Accademia Filarmonica Romana,theatre,2,http://www.filarmonicaromana.org/,,Rome,"41,9166357","12,4740023"
Accademia Legge,community_services_non_profits,2,http://www.accademialegge.it/,,Rome,"41,9144278","12,4656553"
Accademia Scacchistica Romana,arts_and_entertainment,2,http://www.accademiascacchistica.gilda.it/,,Rome,"41,9122721","12,5273834"
Accademia Teologica Italiana,community_services_non_profits,2,Ingen webbplats,,Rome,"41,8373096","12,4953888"
Ace Records Roma,music_and_dvd_store,2,https://www.acerecordsroma.com/,,Rome,"41,9451774","12,5279614"
Acisjf Roma,community_services_non_profits,2,https://www.acisjfroma.it/,,Rome,"41,898422","12,4951324"
ACK Service & Design,architectural_designer,2,http://www.acksdesign.com/,,Rome,"41,9153373","12,5038454"
Acli - Associazioni cristiane lavoratori italiani,community_services_non_profits,2,http://www.acli.it/,,Rome,"41,88128","12,46906"
ACLI di Roma aps,community_services_non_profits,2,http://www.acliroma.it/,,Rome,"41,869426","12,487051"
Acli Servizio Civile,community_services_non_profits,2,http://www.serviziocivile.acli.it/,,Rome,"41,8812518","12,4691098"
ACORN Italy,community_services_non_profits,2,http://www.acornitaly.org/,,Rome,"41,959185","12,522608"
Acrase Maria Lai,community_services_non_profits,2,Ingen webbplats,,Rome,"41,9239433","12,5129944"
Acrivoulis Studio di Architettura,architectural_designer,2,http://www.acrivoulis.net/,,Rome,"41,9213791","12,4892513"
ACS Lazio,community_services_non_profits,2,http://acslazio.org/,,Rome,"41,84208","12,4806"
AD Partners Architecture Design,architectural_designer,2,http://www.ad-partners.it/,,Rome,"41,9196355","12,4981117"
ADA atelier d’architettura,architectural_designer,2,https://www.adaarchitettura.com/,,Rome,"41,8809319","12,4624476"
ADAT,architectural_designer,2,http://adatstudio.com/,,Rome,"41,9091654","12,4660857"
Adavedè,dance_club,2,Ingen webbplats,,Rome,"41,8799645","12,5647996"
Address - ass. no-profit,community_services_non_profits,2,http://www.assoaddress.org/,,Rome,"41,8619393","12,4872726"
Adiconsum Lazio,community_services_non_profits,2,https://www.romaadiconsum.com/,,Rome,"41,9022857","12,4409958"
Adiconsum Nazionale,community_services_non_profits,2,http://www.adiconsum.it/,,Rome,"41,9089869","12,5100015"
Adicosp - Associazione Direttori e Collaboratori Sportivi Calcio,community_services_non_profits,2,http://www.adicosp.it/,,Rome,"41,84752","12,46081"
ADICU aps,community_services_non_profits,2,http://www.adicu.it/,,Rome,"41,9411936","12,5266305"
Adisco Sede Nazionale,community_services_non_profits,2,http://www.adisco.it/,,Rome,"41,923439","12,51369"
ADLM architetti,architectural_designer,2,http://www.adlmarchitetti.it/,,Rome,"41,937184","12,5176907"
ADMO Roma - Sede Operativa Fondazione ADMO Lazio ets,community_services_non_profits,2,http://www.admolazio.it/iscrizione,,Rome,"41,8713338","12,5262466"
Adotta una Pigotta®,community_services_non_profits,2,https://www.pigotta.it/,,Rome,"41,904287","12,505262"
AdQ San Cleto - Giardino Nomentano,community_services_non_profits,2,https://chat.whatsapp.com/JRpbWyVh9dbJeGX3IwDFwM,,Rome,"41,946119","12,565886"
ADRA Italia,community_services_non_profits,2,http://www.adraitalia.org/,,Rome,"41,9135581","12,4695623"
ADSLazio - Associazione Donatori Sangue Lazio,community_services_non_profits,2,http://www.adslazio.it/,,Rome,"41,95061","12,47277"
ADU ROMA,community_services_non_profits,2,https://aduroma.it/,,Rome,"41,916565","12,453797"
ADUSA - Associazione Donne Uomini Società e Ambiente,community_services_non_profits,2,http://www.adusa.it/,,Rome,"41,87116","12,45739"
Adusbef,community_services_non_profits,2,http://www.adusbef.it/,,Rome,"41,9041188","12,5040792"
AE Studio,architectural_designer,2,http://www.aestudioarchitettura.com/,,Rome,"41,9200476","12,4992933"
AECI Associazione di Consumatori,community_services_non_profits,2,https://www.euroconsumatori.eu/,,Rome,"41,9169445","12,5682806"
Aelle Il Punto,community_services_non_profits,2,http://www.aelleilpunto.it/,,Rome,"41,9785407","12,4245383"
AEOPC ROMA,community_services_non_profits,2,http://wwwaeopcroma.altervista.org/,,Rome,"41,8298267","12,5897108"
AEPP Associazione Educativa Pedagogica Petrarca,community_services_non_profits,2,Ingen webbplats,,Rome,"41,87719","12,56815"
AF Novagesta No Profit,community_services_non_profits,2,http://www.afnovagesta.it/,,Rome,"41,94485","12,52698"
Affiliato Tecnocasa Fidene S.R.L.,community_center,2,https://roma165.tecnocasa.it/,,Rome,"41,972981","12,515458"
AFOR,community_services_non_profits,2,http://WWW.AFORITALIA.IT/,,Rome,"41,90992","12,46095"
AFRON Oncologia per l'Africa ETS,community_services_non_profits,2,http://www.afron.org/,,Rome,"41,9433012","12,4741009"
AGA Studio - Bioarchitettura Roma,architectural_designer,2,http://www.agastudio.it/,,Rome,"41,9798147","12,5171726"
AGAPE - Il futuro non si improvvisa,community_services_non_profits,2,https://linktr.ee/agapeets.org,,Rome,"41,8448973","12,3574514"
Agates Bruno,architectural_designer,2,http://www.studioagates.it/,,Rome,"41,9089553","12,4784583"
Agemed - Sviluppo Mezzogiorno Italia e Mediterraneo,community_services_non_profits,2,http://agemed.eu/,,Rome,"41,9005337","12,479481"
Agenda di gravidanza,community_services_non_profits,2,http://www.vitadidonna.it/,,Rome,"41,89452","12,466"
Agenorie,fashion,2,http://www.agenorie.com/,,Rome,"41,9","12,5"
Agenzia Vita Indipendente Onlus,community_services_non_profits,2,http://www.vitaindipendente.org/,,Rome,"41,8759985","12,5673689"
AGESC prov. LECCO,community_services_non_profits,2,http://www.agesc.it/,,Rome,"41,88912","12,40748"
AGESCI - Associazione Guide e Scouts Cattolici Italiani,community_services_non_profits,2,https://www.agesci.it/,,Rome,"41,9004237","12,4648202"
AGESCI Gruppo Roma 2,community_services_non_profits,2,http://www.agesciroma2.it/,,Rome,"42,0021255","12,3833712"
Agesci Roma 113,community_services_non_profits,2,https://roma113.net/,,Rome,"41,8809033","12,5052363"
Agesci Roma 121,community_services_non_profits,2,http://www.agesciroma121.org/,,Rome,"41,9073658","12,4489726"
AGESCI Roma 14,community_services_non_profits,2,https://agesciroma14.wordpress.com/,,Rome,"41,8896723","12,4690558"
Agesci Roma 47,community_services_non_profits,2,Ingen webbplats,,Rome,"41,7785514","12,3583374"
Agesci Roma 72,community_services_non_profits,2,http://www.agesciroma72.org/,,Rome,"41,9133049","12,5084827"
Agesci Roma99,community_services_non_profits,2,http://www.roma99.it/,,Rome,"41,8959697","12,5482277"
Aggiustotutto Repair Café Roma,community_services_non_profits,2,https://t.me/aggiustotuttorepaircafe,,Rome,"41,94169","12,52726"
Agire tutti per la dignità - ATD Quarto Mondo Italia,community_services_non_profits,2,http://www.atd-quartomondo.it,,Rome,"41,896466","12,491878"
AGOP Onlus - Associazione Genitori Oncologia Pediatrica,community_services_non_profits,2,https://www.agoponlus.com/,,Rome,"41,9304065","12,4295312"
Agricoltura Nuova,attractions_and_activities,2,Ingen webbplats,,Rome,"41,7660701","12,4572701"
Agriturismo Torre Sant'Anastasia,urban_farm,2,http://www.torresantanastasia.it/contatti,,Rome,"41,763846","12,526822"
Agrolandia,community_services_non_profits,2,Ingen webbplats,,Rome,"41,781426","12,4903598"
AHIGA Spazio Neutro ,community_services_non_profits,2,http://www.ahigaspazioneutro.it/,,Rome,"41,84681","12,48716"
AIACE Ass. Italiana Assistenza Consumatore Europeo,community_services_non_profits,2,http://www.aiaceweb.it/,,Rome,"41,8706888","12,5170822"
AIAF APS - Associazione Italiana Anderson-Fabry,community_services_non_profits,2,http://www.aiaf-malattiadifabry.org/,,Rome,"41,89708","12,49805"
AIAS ETS,community_services_non_profits,2,https://www.aiasnet.it/,,Rome,"41,9351228","12,5150865"
AIC Lazio,community_services_non_profits,2,https://www.aiclazio.it/,,Rome,"41,910159","12,4567363"
AICAP - Associazione Italiana Calcestruzzo Armato e Precompresso,cultural_center,2,http://www.associazioneaicap.it/,,Rome,"41,90667","12,49387"
Aich Roma,community_services_non_profits,2,https://www.aichroma.com/contattaci/,,Rome,"41,91337","12,50764"
AICS ROMA,community_services_non_profits,2,http://www.aicsroma.com/,,Rome,"41,877635","12,484465"
AIDEE,community_services_non_profits,2,http://www.aidee.it/,,Rome,"41,86236","12,55335"
AIDO Associazione Italiana per la Donazione di Organi Tessuti e Cellule,community_services_non_profits,2,https://www.aido.it/,,Rome,"41,90723","12,46199"
AIDOS Associazione italiana donne per lo sviluppo,community_services_non_profits,2,http://www.aidos.it/,,Rome,"41,8943411","12,4739051"
Aidworld,community_services_non_profits,2,Ingen webbplats,,Rome,"41,8596778","12,572592"
AIE Associazione Italiana Enneagramma,community_services_non_profits,2,https://www.enneagrammaitalia.it/,,Rome,"41,94704","12,47127"
AIFIL - Associazione Italiana Fabbricanti Insegne Luminose,community_services_non_profits,2,http://www.aifil.it/,,Rome,"41,918305","12,503045"
AIGA - Associazione Italiana Gestalt Analitica,community_services_non_profits,2,http://lnx.aigaweb.it/,,Rome,"41,8655662","12,4948521"
AIIG - Associazione Italiana Insegnanti di Geografia,community_services_non_profits,2,http://www.aiig.it/,,Rome,"41,88421","12,494428"
Aiisa,community_services_non_profits,2,https://aiisa.eu/,,Rome,"41,904699","12,4721631"
"AIL Associazione Italiana contro Leucemie, linfomi e mieloma",community_services_non_profits,2,http://www.ail.it/,,Rome,"41,8902401","12,5189904"
AIL Roma,community_services_non_profits,2,http://www.ailroma.it/,,Rome,"41,9111672","12,5141794"
AILat - Associazione Internazionale Lateranense,community_services_non_profits,2,http://www.ailat.it/,,Rome,"41,88776","12,50673"
AIM Italia,community_services_non_profits,2,http://www.aimitalia.org/,,Rome,"41,8951631","12,4756413"
AIM ONLUS,community_services_non_profits,2,Ingen webbplats,,Rome,"41,88196","12,42389"
Aimac - Associazione Italiana Malati di Cancro,community_services_non_profits,2,https://www.aimac.it/,,Rome,"41,9034032","12,48853"
AIMAK - Associazione Italiana Malattia di Kennedy,community_services_non_profits,2,http://www.aimak.it/,,Rome,"41,8634055","12,4903554"
AIMI,community_services_non_profits,2,http://www.aimiitalia.it/,,Rome,"41,9439762","12,5769383"
AIO - Associazione Italiana Outbound,community_services_non_profits,2,https://www.associazioneitalianaoutbound.it/contatti.asp,,Rome,"41,8552366","12,5888689"
AIOP Lazio,community_services_non_profits,2,http://aiop.lazio.it/,,Rome,"41,90803","12,46952"
AIPA Adozioni Internazionali,community_services_non_profits,2,http://www.aipaweb.it/,,Rome,"41,9048035","12,4458516"
AIPD- Roma ets aps.,community_services_non_profits,2,https://whatsapp.com/channel/0029VabqaqzHbFV82AyOO01Y,,Rome,"41,91594","12,46121"
Aipe,community_services_non_profits,2,http://www.aipe.it/,,Rome,"41,8995514","12,4932203"
AIPED Associazione Italiana Periti Estimatori Danni,community_services_non_profits,2,https://www.peritiaiped.it/,,Rome,"41,8748514","12,4509845"
AIRA. Associazione Italiana Ricerca Autismo,community_services_non_profits,2,http://www.airautismo.it,,Rome,"41,923825","12,468476"
AIRC Comitato Lazio,community_services_non_profits,2,http://www.airc.it/,,Rome,"41,9055892","12,5160228"
Airo,community_services_non_profits,2,http://www.accademiaozono.com/it/,,Rome,"41,8231812","12,5016699"
AIRP Onlus,community_services_non_profits,2,http://www.airp.it/,,Rome,"41,9020626","12,4195811"
Ais Lazio - Delegazione di Roma,community_services_non_profits,2,http://www.aislazio.org/,,Rome,"41,874956","12,4326519"
Aisf Odv Lazio -Roma,community_services_non_profits,2,http://www.sindromefibromialgica.it/,,Rome,"41,8579377","12,491143"
AISM - Sezione di Roma,community_services_non_profits,2,https://www.aism.it/struttura/sezione_provinciale_aism_roma/home_page,,Rome,"41,896039","12,4940411"
Aisos,community_services_non_profits,2,https://www.aisos.it/,,Rome,"41,91922","12,44113"
AISS - Associazione Italiana Studi Semiotici,community_services_non_profits,2,http://www.associazionesemiotica.it/,,Rome,"41,914492","12,497069"
AISS Cooperativa Sociale ONLUS,community_services_non_profits,2,http://www.aisscoop.it/,,Rome,"41,9190587","12,4657223"
AIURO,community_services_non_profits,2,http://www.aiuro.org/,,Rome,"41,8965","12,48647"
AIVVFC Official,community_services_non_profits,2,http://www.aivvfc.it/,,Rome,"41,8815392","12,4900763"
AKA architects,architectural_designer,2,http://www.akaproject.it/,,Rome,"41,8833944","12,4734898"
Aladesignlab - Alessandra Lucarelli Architetto,architectural_designer,2,http://www.aladesignlab.com/,,Rome,"41,8995783","12,4555769"
Aladin - Il Musical Geniale,theatre,2,https://www.teatrobrancaccio.it/,,Rome,"41,8935222","12,500915"
Albero delle Farfalle 2020,print_media,2,http://www.lalberodellefarfalle2020.art/,,Rome,"41,91842","12,45736"
Alberto Leonardi,fashion,2,http://www.leonardialberto.com/,,Rome,"41,9086543","12,4884817"
ALE for LIFE,community_services_non_profits,2,http://www.aleforlife.it/,,Rome,"41,773158","12,349676"
Aleandri Project & Consulting Srl,architectural_designer,2,http://www.aleandri.net/,,Rome,"41,9149968","12,4578962"
Aless Don Milani - Formazione professionale,community_services_non_profits,2,http://www.alessdonmilani.it/,,Rome,"41,8673045","12,5478531"
Alessandro Angelozzi Couture,fashion,2,Ingen webbplats,,Rome,"41,905319","12,4827216"
Alessandro Di Francesco,architectural_designer,2,http://www.alessandrodifrancesco.it/,,Rome,"41,8902267","12,5318317"
Alessandro Marziano,theatre,2,Ingen webbplats,,Rome,"41,9202656","12,5144195"
Alessandro Turina Interiors,architectural_designer,2,http://www.alessandroturina.com/,,Rome,"41,826","12,47748"
Alessi,fashion,2,http://www.alessi.com/,,Rome,"41,90391","12,485733"
Alessi,fashion,2,http://www.alessi.com/,,Rome,"41,9078828","12,4641847"
Alessio Casciano Design,fashion,2,http://www.alessiocasciano.com/,,Rome,"41,7695205","12,3199655"
Alessio Marsili,community_services_non_profits,2,http://www.alessiomarsili.com/,,Rome,"41,9408053","12,5447951"
ALEXO,fashion,2,https://www.alexostore.com/,,Rome,"41,9320184","12,6087952"
Alfonso e Meri Romano Onlus,community_services_non_profits,2,http://www.amronlus.it/,,Rome,"41,90706","12,46873"
ALIS Associazione Logistica dell'Intermodalità Sostenibile,community_services_non_profits,2,http://www.alis.it/,,Rome,"41,9026953","12,4886152"
ALL IN ONE RESTAURANT & CAFE',venue_and_event_space,2,http://all-round.it/pages/ita/content/il_centro___barristorante.php,,Rome,"41,80707555","12,44878891"
Alleanza Contro il Cancro,community_services_non_profits,2,http://www.alleanzacontroilcancro.it/,,Rome,"41,9048111","12,5184746"
Alliance for African Assistance Italy,community_services_non_profits,2,http://www.alliance-for-africa.it/,,Rome,"41,86778","12,45345"
Alliance of Bioversity International and CIAT,community_services_non_profits,2,https://alliancebioversityciat.org/,,Rome,"41,8824614","12,4793914"
Alm Architettura,architectural_designer,2,https://www.almarchitettura.it/,,Rome,"41,92591","12,48741"
AlmaVita - Centro Microcitemie Roma,community_services_non_profits,2,http://www.almavitaroma.org/,,Rome,"41,94341","12,52651"
ALS MCL Sede Nazionale,community_services_non_profits,2,https://www.alsmcl.it/,,Rome,"41,891043","12,510487"
Altair 2000 S.r.l,architectural_designer,2,http://www.altair2000.it/,,Rome,"41,8735877","12,5128537"
AltraMente Scuola per tutti e tutte,community_services_non_profits,2,https://www.altramente.org/,,Rome,"41,8795056","12,5393474"
Alvisi Kirimoto,architectural_designer,2,http://www.alvisikirimoto.it/,,Rome,"41,9318226","12,5123988"
AM Studio Architettura e Termografia,architectural_designer,2,http://www.amstudioarchitettura.com/,,Rome,"42,0132308","12,3710539"
AMA Group,architectural_designer,2,https://www.instagram.com/ama_group_architects/,,Rome,"41,9212822","12,4856584"
Amaita Intercultura,community_services_non_profits,2,http://www.amaita.it/,,Rome,"41,8617945","12,4864999"
Amar e l'India,community_services_non_profits,2,http://www.amarelindia.it/sostienici.php,,Rome,"41,8618935","12,4934399"
Amazon inventorypromotion,community_services_non_profits,2,http://www.coopfairoma.it/,,Rome,"41,9134808","12,5231042"
Ambiente e Sviluppo Urbano di AGCI,community_services_non_profits,2,http://www.agci.it/,,Rome,"41,90142","12,4941099"
Ambiente Mare Italia,community_services_non_profits,2,http://www.ambientemareitalia.org/,,Rome,"41,9139913","12,464951"
AMC di Marco Petricelli,fashion,2,http://www.amcstore.it/,,Rome,"41,73528","12,37583"
AMER - Associazione Micologica Ecologica Romana,community_services_non_profits,2,https://www.ameronlus.it/,,Rome,"41,869793","12,5366593"
American Club Rome,community_services_non_profits,2,http://www.americanclubrome.org/,,Rome,"41,9043928","12,4865194"
Amiamoli ODV,community_services_non_profits,2,Ingen webbplats,,Rome,"41,88071","12,46912"
Amici dei Bimbi ETS,community_services_non_profits,2,http://www.amicideibimbionlus.eu/,,Rome,"41,943484","12,473625"
Amici del Caburlotto di Roma Onlus,community_services_non_profits,2,https://www.amicidelcaburlotto.org/,,Rome,"41,8401541","12,547959"
Amici del Museo Storico dei Bersaglieri,community_services_non_profits,2,Ingen webbplats,,Rome,"41,8866878","12,4751043"
Amici del Taiji,community_services_non_profits,2,http://www.amicideltaiji.it/,,Rome,"41,8900221","12,5072282"
Amici del Teatro del PEPE,theatre,2,Ingen webbplats,,Rome,"41,9082867","12,4694436"
Amici della Caritas,community_services_non_profits,2,http://www.amicicaritas.it/,,Rome,"41,8880375","12,5230405"
Amici della Fondazione Piccolomini,community_services_non_profits,2,http://www.fondazionepiccolomini.it/,,Rome,"41,8890733","12,4475011"
Amici della Terra Onlus,community_services_non_profits,2,http://www.amicidellaterra.it/,,Rome,"41,8779842","12,4673374"
Amici Di San Vittorino,community_services_non_profits,2,http://www.amicidisanvittorino.com/,,Rome,"41,915737","12,786131"
Amici Fondazione Einaudi Roma,community_services_non_profits,2,http://www.fondazione-einaudi.it/,,Rome,"41,898921","12,464855"
AMICI PER sempre  APS,community_services_non_profits,2,https://amicipersempreaps.org/,,Rome,"41,9331166","12,5792218"
Amiconiglio ODV,community_services_non_profits,2,http://www.amiconiglio.it/,,Rome,"41,96709","12,50613"
Amistrada,community_services_non_profits,2,http://www.amistrada.net/I/index.htm,,Rome,"41,8641742","12,4785541"
AMKA Onlus,community_services_non_profits,2,http://www.amka.it/,,Rome,"41,8990472","12,518193"
Amministratori Professionisti - AP - sede nazionale,community_services_non_profits,2,Ingen webbplats,,Rome,"41,85256","12,50385"
Amnesty International - Italia,community_services_non_profits,2,https://www.amnesty.it/,,Rome,"41,9052766","12,5007375"
Amnesty International - Roma Eur,community_services_non_profits,2,Ingen webbplats,,Rome,"41,81816","12,47838"
Amnesty Lazio,community_services_non_profits,2,http://www.amnestylazio.it/,,Rome,"41,9036042","12,5022453"
Amori srl,fashion,2,http://www.amorisrl.com/,,Rome,"41,901555","12,411151"
Amref Health Africa - Italia,community_services_non_profits,2,http://www.amref.it/,,Rome,"41,9115423","12,4959645"
Amt Studio,architectural_designer,2,http://www.amtstudio.it/,,Rome,"41,9267821","12,5147021"
Anaci - Pagina Ufficiale,community_services_non_profits,2,http://www.anaci.it/,,Rome,"41,9071588","12,4623638"
Anagogia,community_services_non_profits,2,http://www.therapeuticatrefontane.it/,,Rome,"41,845555","12,481065"
Anai Roma Protezione Civile,community_services_non_profits,2,http://www.anairomaprotciv.org/,,Rome,"41,8092648","12,4912301"
Ananas APS Neurofibromatosi,community_services_non_profits,2,http://www.ananasonline.it/,,Rome,"41,904292","12,4129734"
