source_file,row,name,city,category,website,lat_field,lon_field,pair_example,delete,reason
startup-gdańsk.xlsx - export.csv,615,Roza Wiatrow,Gdańsk,bookstore,https://ksiaznica.pl/,54.5211157,18.5359857,,,outside boundary
startup-gdańsk.xlsx - export.csv,617,Science Store Gdynia,Gdańsk,bookstore,http://www.sciencestore.pl/,54.4944257,18.5389594,,,outside boundary
startup-gdańsk.xlsx - export.csv,619,Sopocki Antykwariat,Gdańsk,bookstore,http://cienwiatru-antykwariat.pl,54.437971,18.5611212,,,outside boundary
startup-gdańsk.xlsx - export.csv,626,Teresa Przybylska,Gdańsk,bookstore,Ingen webbplats,54.4343493,18.5610259,,,outside boundary
startup-gdańsk.xlsx - export.csv,634,Radio Kaszëbë,Gdańsk,broadcasting_media_production,http://www.radiokaszebe.pl/,54.5281812,18.5018831,,,outside boundary
startup-gdańsk.xlsx - export.csv,635,Radio Spin,Gdańsk,broadcasting_media_production,http://www.toksyna.fm/,54.2702895,18.5710421,,,outside boundary
startup-gdańsk.xlsx - export.csv,636,Stowarzyszenie Białorusinów na Pomorzu,Gdańsk,broadcasting_media_production,http://Sbp-pomorze.com/,54.4511885,18.5509983,,,outside boundary
startup-gdańsk.xlsx - export.csv,639,BNP Paribas Kino Letnie,Gdańsk,cinema,http://www.kinoletnie.pl/,54.4452697,18.569261,,,outside boundary
startup-gdańsk.xlsx - export.csv,641,Cinemundo,Gdańsk,cinema,Ingen webbplats,54.30337,18.5393,,,outside boundary
startup-gdańsk.xlsx - export.csv,645,Gdyńskie Centrum Filmowe,Gdańsk,cinema,https://gcf.org.pl/,54.517138,18.5432513,,,outside boundary
startup-gdańsk.xlsx - export.csv,659,Kino na Bursztynowym Szlaku,Gdańsk,cinema,https://ckis-pruszcz.bilety24.pl/,54.2609696,18.6438432,,,outside boundary
startup-gdańsk.xlsx - export.csv,663,Kino Studyjne W Gcf,Gdańsk,cinema,Ingen webbplats,54.5169524,18.5432966,,,outside boundary
startup-gdańsk.xlsx - export.csv,664,Kino Teatr Grom,Gdańsk,cinema,Ingen webbplats,54.542219,18.546437,,,outside boundary
startup-gdańsk.xlsx - export.csv,668,Kino Za Rogiem Stegna,Gdańsk,cinema,Ingen webbplats,54.3266279,19.1142682,,,outside boundary
startup-gdańsk.xlsx - export.csv,669,Kino Żuławy,Gdańsk,cinema,http://www.kinozarogiem.pl/nasze-kina/249,54.2134585,19.1132086,,,outside boundary
startup-gdańsk.xlsx - export.csv,677,Nautilus Gdynia,Gdańsk,cinema,http://batyskafnautilus.pl/,54.5182823,18.5584617,,,outside boundary
startup-gdańsk.xlsx - export.csv,679,Szortownia,Gdańsk,cinema,http://szortownia.wordpress.com/,54.4801243,18.5644698,,,outside boundary
startup-gdańsk.xlsx - export.csv,685,Księgarnia Idea,Gdańsk,comic_books_store,Ingen webbplats,54.214125,19.1155935,,,outside boundary
startup-gdańsk.xlsx - export.csv,690,"Dom Kultury ""Janowo""",Gdańsk,community_center,http://www.smj-rumia.pl,54.56561,18.41778,,,outside boundary
startup-gdańsk.xlsx - export.csv,699,Kaszubskie Forum Kultury,Gdańsk,community_center,Ingen webbplats,54.5082691,18.5474899,,,outside boundary
startup-gdańsk.xlsx - export.csv,701,Młodzieżowy Dom Kultury,Gdańsk,community_center,http://www.mdk.elblag.pl/,54.1558189,19.3917385,,,outside boundary
startup-gdańsk.xlsx - export.csv,702,Młodzieżowy Dom Kultury SOPOT,Gdańsk,community_center,http://www.mdk.sopot.pl/,54.4405275,18.5605067,,,outside boundary
startup-gdańsk.xlsx - export.csv,703,Nowawarszawa,Gdańsk,community_center,http://www.nowawarszawa.pl,54.447601,18.568302,,,outside boundary
startup-gdańsk.xlsx - export.csv,704,Nowostawskie Centrum Kultury i Biblioteki,Gdańsk,community_center,http://nckibnowystaw.pl/index.php/kontakt-menu-item,54.1366952,19.007846,,,outside boundary
startup-gdańsk.xlsx - export.csv,705,O K S i B P,Gdańsk,community_center,http://www.kulturatutaj.pl/,54.230262,18.640864,,,outside boundary
startup-gdańsk.xlsx - export.csv,706,Piwnica Kultury,Gdańsk,community_center,Ingen webbplats,54.3289799,19.1722637,,,outside boundary
startup-gdańsk.xlsx - export.csv,708,Pracownia Teatru i Teatru Ruchu w MDK Sopot,Gdańsk,community_center,http://mdk.sopot.pl/,54.44034,18.56071,,,outside boundary
startup-gdańsk.xlsx - export.csv,710,Przedszkole Alternatywne Bose Stopy,Gdańsk,community_center,http://bosestopy.com/,54.4643505,18.4862785,,,outside boundary
startup-gdańsk.xlsx - export.csv,711,Przystań Kajakowa Mokry Dwór,Gdańsk,community_center,Ingen webbplats,54.2938101,18.7162711,,,outside boundary
startup-gdańsk.xlsx - export.csv,712,SAKiS,Gdańsk,community_center,https://discord.gg/a6bKbw6u6k,54.2709803,18.4679161,,,outside boundary
startup-gdańsk.xlsx - export.csv,714,Stowarzyszenie Aktywne Kosakowo,Gdańsk,community_center,https://aktywnekosakowo.pl/,54.5861087,18.4928418,,,outside boundary
startup-gdańsk.xlsx - export.csv,715,Straż Miejska w Sopocie. Dyżurka,Gdańsk,community_center,https://bip.sopot.pl/,54.4400544,18.5648134,,,outside boundary
startup-gdańsk.xlsx - export.csv,718,Żuławski Ośrodek Kultury,Gdańsk,community_center,http://www.zok.zokndg.webd.pro/,54.2133657,19.112937,,,outside boundary
startup-gdańsk.xlsx - export.csv,736,Adapa,Gdańsk,community_services_non_profits,http://www.fundacjaadapa.pl/,54.4986656,18.5409946,,,outside boundary
startup-gdańsk.xlsx - export.csv,740,Alternatywy 5,Gdańsk,community_services_non_profits,Ingen webbplats,54.4606767,18.54967,,,outside boundary
startup-gdańsk.xlsx - export.csv,751,Between Pomiędzy,Gdańsk,community_services_non_profits,https://between.org.pl/,54.4448634,18.559554,,,outside boundary
startup-gdańsk.xlsx - export.csv,760,Centrum Integracja Gdynia,Gdańsk,community_services_non_profits,http://www.integracja.org/,54.511738,18.538412,,,outside boundary
startup-gdańsk.xlsx - export.csv,763,Centrum Integracji Społecznej w Gdyni TPBA Koło Gdańskie,Gdańsk,community_services_non_profits,http://bezdomnosc.org.pl/index.php/cis-gdynia,54.539797,18.504053,,,outside boundary
startup-gdańsk.xlsx - export.csv,764,Centrum Integracji Społecznej w Sopocie - TPBA Koło Gdańskie,Gdańsk,community_services_non_profits,http://bezdomnosc.org.pl/index.php/punkt-sopot,54.454655,18.558071,,,outside boundary
startup-gdańsk.xlsx - export.csv,770,Chummy House,Gdańsk,community_services_non_profits,https://www.chummyhouse.pl/,54.4387055,18.5650713,,,outside boundary
startup-gdańsk.xlsx - export.csv,771,Cisza,Gdańsk,community_services_non_profits,Ingen webbplats,54.5516081,18.5030264,,,outside boundary
startup-gdańsk.xlsx - export.csv,779,DKF Kurort,Gdańsk,community_services_non_profits,http://www.dkfkurort.pl/,54.4439512,18.5677891,,,outside boundary
startup-gdańsk.xlsx - export.csv,780,Dogtor. Fundacja,Gdańsk,community_services_non_profits,http://www.dogtor.org.pl/,54.5197332,18.528902,,,outside boundary
startup-gdańsk.xlsx - export.csv,784,Dom Pomocy Społecznej w Sopocie i Sopockie Centrum Seniora,Gdańsk,community_services_non_profits,http://dpssopot.pl/,54.4389,18.54695,,,outside boundary
startup-gdańsk.xlsx - export.csv,791,Elbląskie Towarzystwo Kulturalne,Gdańsk,community_services_non_profits,http://www.etk.elblag.pl/,54.1606693,19.3921409,,,outside boundary
startup-gdańsk.xlsx - export.csv,800,Fab Lab Trójmiasto,Gdańsk,community_services_non_profits,http://www.FabLabT.org/,54.4736162,18.5575118,,,outside boundary
startup-gdańsk.xlsx - export.csv,819,Fundacja Człowiek w Kulturze,Gdańsk,community_services_non_profits,Ingen webbplats,54.4457447,18.5678104,,,outside boundary
startup-gdańsk.xlsx - export.csv,821,Fundacja diversityPL,Gdańsk,community_services_non_profits,http://www.diversitypl.org/,54.4300167,18.5612721,,,outside boundary
startup-gdańsk.xlsx - export.csv,832,Fundacja Fly,Gdańsk,community_services_non_profits,http://fundacjafly.pl/,54.518049,18.5417244,,,outside boundary
startup-gdańsk.xlsx - export.csv,834,Fundacja Gdyński Most Nadziei,Gdańsk,community_services_non_profits,http://www.mostnadziei.pl/,54.5109202,18.5377367,,,outside boundary
startup-gdańsk.xlsx - export.csv,836,Fundacja Global Wave,Gdańsk,community_services_non_profits,https://web.facebook.com/GlobalWaveFoundation,54.1558287,19.3919658,,,outside boundary
startup-gdańsk.xlsx - export.csv,838,Fundacja Grupy Ergo Hestia Integralia,Gdańsk,community_services_non_profits,http://integralia.pl/,54.4310028,18.5862969,,,outside boundary
startup-gdańsk.xlsx - export.csv,841,Fundacja im. Ks. Jana Kaczkowskiego,Gdańsk,community_services_non_profits,http://fundacjakaczkowskiego.org/,54.4401008,18.570276,,,outside boundary
startup-gdańsk.xlsx - export.csv,853,"Fundacja KIWI - Kreatywność, Inicjatywa, Wielokulturowość, Integracja",Gdańsk,community_services_non_profits,http://fundacjakiwi.pl/,54.25517,18.63189,,,outside boundary
startup-gdańsk.xlsx - export.csv,865,Fundacja Mój Kącik,Gdańsk,community_services_non_profits,https://fundacja-mojkacik.pl/,54.261168,18.6378311,,,outside boundary
startup-gdańsk.xlsx - export.csv,885,Fundacja Pro Bono Societas,Gdańsk,community_services_non_profits,https://www.kalamo.pl/dzialania-spoleczne/,54.4996395,18.5469837,,,outside boundary
startup-gdańsk.xlsx - export.csv,897,Fundacja SŁOWO,Gdańsk,community_services_non_profits,http://www.fundacjaslowo.pl/,54.573536,18.400182,,,outside boundary
startup-gdańsk.xlsx - export.csv,913,Fundacja Złote Skrzydła,Gdańsk,community_services_non_profits,http://www.zloteskrzydla.org/,54.2920775,18.4275296,,,outside boundary
startup-gdańsk.xlsx - export.csv,928,Gdynia dla Orkiestry,Gdańsk,community_services_non_profits,http://www.gdyniadlaorkiestry.pl/,54.5220119,18.5446684,,,outside boundary
startup-gdańsk.xlsx - export.csv,929,Gdynia OdNowa: Rewitalizacja,Gdańsk,community_services_non_profits,https://gdyniaodnowa.pl/,54.52233,18.54494,,,outside boundary
startup-gdańsk.xlsx - export.csv,951,Iluzjon,Gdańsk,community_services_non_profits,http://www.iluzjon.com.pl/,54.4445392,18.5687894,,,outside boundary
startup-gdańsk.xlsx - export.csv,964,K3-Kulturalne Trójmiasto,Gdańsk,community_services_non_profits,https://baptyscigdynia.pl/,54.5194101,18.5280632,,,outside boundary
startup-gdańsk.xlsx - export.csv,965,Kalamo - warsztaty dla dorosłych,Gdańsk,community_services_non_profits,Ingen webbplats,54.49681,18.54314,,,outside boundary
startup-gdańsk.xlsx - export.csv,966,Kaminski Foundation,Gdańsk,community_services_non_profits,https://kaminskifoundation.life/,54.49591,18.5383,,,outside boundary
startup-gdańsk.xlsx - export.csv,967,KGW Babki w Kleszczach,Gdańsk,community_services_non_profits,Ingen webbplats,54.19306,18.51686,,,outside boundary
startup-gdańsk.xlsx - export.csv,969,"Klub 1, 2, 3",Gdańsk,community_services_non_profits,Ingen webbplats,54.5156668,18.5310063,,,outside boundary
startup-gdańsk.xlsx - export.csv,970,Klub Alternative,Gdańsk,community_services_non_profits,Ingen webbplats,54.53903,18.49047,,,outside boundary
startup-gdańsk.xlsx - export.csv,971,Klub Centrum Arrupe w Gdyni,Gdańsk,community_services_non_profits,http://www.arrupe.org/,54.515738,18.525401,,,outside boundary
startup-gdańsk.xlsx - export.csv,972,Klub Felinologiczny Baltic Feline,Gdańsk,community_services_non_profits,http://balticfeline.pl/,54.5214289,18.5398726,,,outside boundary
startup-gdańsk.xlsx - export.csv,977,Klub Krokus,Gdańsk,community_services_non_profits,Ingen webbplats,54.5116931,18.5368001,,,outside boundary
startup-gdańsk.xlsx - export.csv,979,Klub Nowodworski,Gdańsk,community_services_non_profits,http://klubnowodworski.pl/,54.21278,19.113565,,,outside boundary
startup-gdańsk.xlsx - export.csv,987,Klub Zoe,Gdańsk,community_services_non_profits,Ingen webbplats,54.4968933,18.5071496,,,outside boundary
startup-gdańsk.xlsx - export.csv,991,Koło Gospodyń Wiejskich w Straszynie,Gdańsk,community_services_non_profits,Ingen webbplats,54.27025,18.57108,,,outside boundary
startup-gdańsk.xlsx - export.csv,993,Koło Naukowe EMPIRIA,Gdańsk,community_services_non_profits,http://www.swps.pl/knintegra,54.431323,18.567068,,,outside boundary
startup-gdańsk.xlsx - export.csv,996,KomuKulturka,Gdańsk,community_services_non_profits,http://www.komukulturka.org.pl/,54.2706721,18.4688348,,,outside boundary
startup-gdańsk.xlsx - export.csv,997,Koncerty na Kochanowskiego,Gdańsk,community_services_non_profits,Ingen webbplats,54.2598294,18.666144,,,outside boundary
startup-gdańsk.xlsx - export.csv,998,Kooperacja Sopot,Gdańsk,community_services_non_profits,http://kooperacjasopot.org.pl/,54.43933,18.56019,,,outside boundary
startup-gdańsk.xlsx - export.csv,999,Laboratorium Innowacji Społecznych,Gdańsk,community_services_non_profits,http://lis.gdynia.pl/,54.4948856,18.5381054,,,outside boundary
startup-gdańsk.xlsx - export.csv,1005,Lions Club Gdynia,Gdańsk,community_services_non_profits,http://www.gdynia.lions.org.pl/,54.5172924,18.5418989,,,outside boundary
startup-gdańsk.xlsx - export.csv,1007,Lokalna Grupa Działania Trzy Krajobrazy,Gdańsk,community_services_non_profits,http://trzykrajobrazy.pl/,54.2509324,18.641311,,,outside boundary
startup-gdańsk.xlsx - export.csv,1020,Mrowisko - Klub Kolbudy,Gdańsk,community_services_non_profits,https://www.mrowisko.org.pl/,54.2674578,18.4756136,,,outside boundary
startup-gdańsk.xlsx - export.csv,1040,Oratorium św. Dominika Savio w Rumi,Gdańsk,community_services_non_profits,http://www.oratorium-rumia.salezjanie.pl/,54.5674493,18.4058088,,,outside boundary
startup-gdańsk.xlsx - export.csv,1048,Parlament Studentów Uniwersytetu Morskiego,Gdańsk,community_services_non_profits,http://www.psam.am.gdynia.pl/,54.5263669,18.5120044,,,outside boundary
startup-gdańsk.xlsx - export.csv,1071,Polskie Towarzystwo Historyczne Elbląg,Gdańsk,community_services_non_profits,http://www.pth.elblag.pl/aktualnosci/,54.1565844,19.3936092,,,outside boundary
startup-gdańsk.xlsx - export.csv,1132,Rotary Club Elbląg Centrum,Gdańsk,community_services_non_profits,Ingen webbplats,54.1597729,19.3955749,,,outside boundary
startup-gdańsk.xlsx - export.csv,1150,Sopart,Gdańsk,community_services_non_profits,http://sopart.pl/,54.44292,18.55908,,,outside boundary
startup-gdańsk.xlsx - export.csv,1152,Sopocki Klub Fotograficzny,Gdańsk,community_services_non_profits,https://skf.edu.pl/,54.441257,18.560417,,,outside boundary
startup-gdańsk.xlsx - export.csv,1153,Sopockie Centrum Integracji i Wsparcia Cudzoziemców,Gdańsk,community_services_non_profits,Ingen webbplats,54.45468,18.55808,,,outside boundary
startup-gdańsk.xlsx - export.csv,1154,Sopockie Centrum Organizacji Pozarządowych i Wolontariatu,Gdańsk,community_services_non_profits,http://scop.sopot.pl/,54.4390523,18.5620147,,,outside boundary
startup-gdańsk.xlsx - export.csv,1156,Sopockie Towarzystwo Naukowe,Gdańsk,community_services_non_profits,http://stn.edu.pl/,54.4507575,18.5638865,,,outside boundary
startup-gdańsk.xlsx - export.csv,1159,Środowiskowy Dom Samopomocy,Gdańsk,community_services_non_profits,Ingen webbplats,54.5620024,18.5056544,,,outside boundary
startup-gdańsk.xlsx - export.csv,1162,"Stowarzyszenie  ""Kreatywni""",Gdańsk,community_services_non_profits,http://kreatywni.ngo/,54.5366399,18.4850413,,,outside boundary
startup-gdańsk.xlsx - export.csv,1164,"Stowarzyszenie ""Żuławy Gdańskie""",Gdańsk,community_services_non_profits,http://www.zulawy.org/,54.2411632,18.8148541,,,outside boundary
startup-gdańsk.xlsx - export.csv,1172,Stowarzyszenie Coolturalny Nowy Staw,Gdańsk,community_services_non_profits,Ingen webbplats,54.1367801,19.0078451,,,outside boundary
startup-gdańsk.xlsx - export.csv,1189,Stowarzyszenie Mieszkańców Gminy Kosakowo,Gdańsk,community_services_non_profits,http://www.kosakowo.org/,54.5491921,18.5147933,,,outside boundary
startup-gdańsk.xlsx - export.csv,1191,Stowarzyszenie Miłośników Pojazdów Zabytkowych,Gdańsk,community_services_non_profits,http://www.gdynskie-muzeum-motoryzacji.pl,54.5468301,18.4571589,,,outside boundary
startup-gdańsk.xlsx - export.csv,1192,Stowarzyszenie Miłośników Truso,Gdańsk,community_services_non_profits,http://www.truso.com.pl/,54.1566011,19.3934492,,,outside boundary
startup-gdańsk.xlsx - export.csv,1194,Stowarzyszenie Muzykow Jazzowych,Gdańsk,community_services_non_profits,http://smjazz.pl/,54.4341993,18.5690134,,,outside boundary
startup-gdańsk.xlsx - export.csv,1195,Stowarzyszenie Na Drodze Ekspresji,Gdańsk,community_services_non_profits,http://www.ekspresja.org/,54.43865,18.56199,,,outside boundary
startup-gdańsk.xlsx - export.csv,1203,Stowarzyszenie Pamięci Obozu Konzentrationslager Stutthof,Gdańsk,community_services_non_profits,Ingen webbplats,54.4356499,18.5653983,,,outside boundary
startup-gdańsk.xlsx - export.csv,1211,Stowarzyszenie Przyjaciół Pruszcza Gdańskiego,Gdańsk,community_services_non_profits,http://www.stow-wiezi.org.pl/,54.2598144,18.6295402,,,outside boundary
startup-gdańsk.xlsx - export.csv,1213,Stowarzyszenie Przyjaciół Ziemi Żuławskiej,Gdańsk,community_services_non_profits,Ingen webbplats,54.32329,18.74259,,,outside boundary
startup-gdańsk.xlsx - export.csv,1220,Stowarzyszenie św. Mikołaja Biskupa,Gdańsk,community_services_non_profits,http://www.bpmikolaj.pl/,54.5385365,18.4791437,,,outside boundary
startup-gdańsk.xlsx - export.csv,1223,Stowarzyszenie Talent,Gdańsk,community_services_non_profits,http://talent.edu.pl/,54.4948892,18.5381088,,,outside boundary
startup-gdańsk.xlsx - export.csv,1235,Stowarzyszenie Żuławy,Gdańsk,community_services_non_profits,http://www.stowarzyszeniezulawy.org.pl,54.2137746,19.1128365,,,outside boundary
startup-gdańsk.xlsx - export.csv,1240,Świetlica w Lipince NCKiB,Gdańsk,community_services_non_profits,Ingen webbplats,54.12162,19.12209,,,outside boundary
startup-gdańsk.xlsx - export.csv,1241,Świetlica w Tralewie NCKiB,Gdańsk,community_services_non_profits,https://www.facebook.com/nckibtralewo,54.10298,19.00109,,,outside boundary
startup-gdańsk.xlsx - export.csv,1256,Towarzystwo Miłośników Gdyni,Gdańsk,community_services_non_profits,https://tmg.org.pl/,54.5109573,18.5377811,,,outside boundary
startup-gdańsk.xlsx - export.csv,1257,Towarzystwo Przyjaciol Orlowa,Gdańsk,community_services_non_profits,http://www.orlowo.gdynia.pl/,54.481505,18.5640189,,,outside boundary
startup-gdańsk.xlsx - export.csv,1258,Towarzystwo Przyjazni Polsko-Francuskiej,Gdańsk,community_services_non_profits,https://tppfgdynia.com.pl/,54.5132563,18.5399328,,,outside boundary
startup-gdańsk.xlsx - export.csv,1288,Zrzeszenie Kaszubsko -Pomorskie Pruszcz Gdański,Gdańsk,community_services_non_profits,https://kaszubi.pl/o/pruszczgdanski,54.26101,18.64373,,,outside boundary
startup-gdańsk.xlsx - export.csv,1291,Zrzeszenie Kaszubsko-Pomorskie,Gdańsk,community_services_non_profits,https://kaszubi.pl/part/gdynia/index,54.5128058,18.5417094,,,outside boundary
startup-gdańsk.xlsx - export.csv,1292,Zrzeszenie Kaszubsko-Pomorskie o/ Dębogórze Kosakowo,Gdańsk,community_services_non_profits,http://www.fb.com/zkp.debogorze,54.5898505,18.4813604,,,outside boundary
startup-gdańsk.xlsx - export.csv,1299,Zwiazek Ludnosci Niemieckiej W Gdyni,Gdańsk,community_services_non_profits,Ingen webbplats,54.55486,18.48905,,,outside boundary
startup-gdańsk.xlsx - export.csv,1303,Art 39,Gdańsk,cultural_center,http://www.art39.pl/,54.4798538,18.5568724,,,outside boundary
startup-gdańsk.xlsx - export.csv,1304,"Białoruskie Towarzystwo Kulturalne ""Chatka""",Gdańsk,cultural_center,https://www.btkchatka.org/,54.43485,18.56217,,,outside boundary
startup-gdańsk.xlsx - export.csv,1306,Fundacja Chillout Classic,Gdańsk,cultural_center,http://www.chilloutclassic.com/,54.2831,18.5752,,,outside boundary
startup-gdańsk.xlsx - export.csv,1307,Fundacja Ogród Kreacji,Gdańsk,cultural_center,http://ogrodkreacji.pl/,54.4615846,18.5430143,,,outside boundary
